region,year,month,solar,temp
Castilla y León,2015,10,10.898410759803733,11.706291653164296
Castilla y León,2015,11,7.723404031013117,8.70112715822479
Castilla y León,2015,12,5.689671960338577,5.775299083648419
Castilla y León,2016,1,5.363413595569242,4.806959056231049
Castilla y León,2016,2,8.975850438721599,4.193778311400717
Castilla y León,2016,3,13.171798118436943,4.527208766208164
Castilla y León,2016,4,17.468539545596517,7.570727029516588
Castilla y León,2016,5,21.308076130776943,11.884814350547181
Castilla y León,2016,6,25.40013809910441,17.236380156182783
Castilla y León,2016,7,25.83081257021646,21.43018373742006
Castilla y León,2016,8,23.617445598750443,21.772327300888914
Castilla y León,2016,9,17.286330217722206,18.1780380535086
Castilla y León,2016,10,11.949130476487138,13.145773686983524
Castilla y León,2016,11,6.9414805648132445,6.148048719485136
Castilla y León,2016,12,6.041894353738725,4.959727909066378
Castilla y León,2017,1,7.259038216223686,1.9562230078295597
Castilla y León,2017,2,9.536835525263507,5.508406860426542
Castilla y León,2017,3,14.491791842216271,7.863597777541355
Castilla y León,2017,4,22.26716250221319,11.007423899057594
Castilla y León,2017,5,21.717646269198536,15.440184536525845
Castilla y León,2017,6,24.002714364630506,20.90895024222719
Castilla y León,2017,7,25.586385008802058,21.25667904758247
Castilla y León,2017,8,22.231455293264265,21.15447142931621
Castilla y León,2017,9,18.20221379982662,16.257610587258053
Castilla y León,2017,10,13.383972093454956,14.838234585882457
Castilla y León,2017,11,8.493514335028921,6.430755055363603
Castilla y León,2017,12,5.702555389906073,3.377598951684063
Castilla y León,2018,1,6.257159829262079,3.3895816537748114
Castilla y León,2018,2,8.98969489393371,1.8907005952387377
Castilla y León,2018,3,12.565260264289904,4.6146314032125115
Castilla y León,2018,4,17.28808060645551,9.452021531745071
Castilla y León,2018,5,21.108942430479164,12.419204881707492
Castilla y León,2018,6,22.906777359661945,16.933429710324063
Castilla y León,2018,7,24.37492775409384,19.968105916176057
Castilla y León,2018,8,23.52855492545157,21.65118609795143
Castilla y León,2018,9,18.36676236273602,19.689331293314368
Castilla y León,2018,10,11.713976198846984,11.542804867555127
Castilla y León,2018,11,6.653210459617176,6.657820264714492
Castilla y León,2018,12,5.677043724100108,5.546912565518207
Castilla y León,2019,1,6.8369070056055605,2.4627629975095693
Castilla y León,2019,2,11.944645113256803,5.544605508818596
Castilla y León,2019,3,17.328330513069613,7.519790796235605
Castilla y León,2019,4,17.855200540112644,8.73152603995682
Castilla y León,2019,5,24.258737180278107,13.25746434148466
Castilla y León,2019,6,25.05300450669538,17.720716610037233
Castilla y León,2019,7,24.74998208389771,22.160607680094856
Castilla y León,2019,8,22.009153941390096,21.357868634075984
Castilla y León,2019,9,17.366932145259003,16.621172863415715
Castilla y León,2019,10,11.46557235564783,12.722309188536995
Castilla y León,2019,11,5.985926413325403,6.1935544027681555
Castilla y León,2019,12,5.362794788620124,5.657578793369193
Castilla y León,2020,1,6.158439616357764,3.8510109067928373
Castilla y León,2020,2,10.67354654858783,7.245867956027994
Castilla y León,2020,3,14.118179902382213,7.174344927510826
Castilla y León,2020,4,15.087526757411542,10.255203250141617
Castilla y León,2020,5,22.89298321068538,15.204830199022894
Castilla y León,2020,6,23.282951803229633,16.62149487515673
Castilla y León,2020,7,26.551117020908272,22.128481458929333
Castilla y León,2020,8,21.98128081979616,20.59974632031037
Castilla y León,2020,9,17.58421162160226,16.93684555495314
Castilla y León,2020,10,11.092436852135084,10.26554400095797
Castilla y León,2020,11,7.384190946770049,8.06984109068891
Castilla y León,2020,12,5.008367202670201,3.724320980807291
Castilla y León,2021,1,6.472852027470419,1.8851926250582853
Castilla y León,2021,2,8.793190727665094,5.753068509633686
Castilla y León,2021,3,15.502356423766443,6.526456641848045
Castilla y León,2021,4,17.440197794991416,8.928408339219608
Castilla y León,2021,5,22.118729204518264,12.509751401201143
Castilla y León,2021,6,23.55516388760013,17.19523361144617
Castilla y León,2021,7,25.416320052890413,19.927166946898183
Castilla y León,2021,8,23.25642192285241,20.94916488468487
Castilla y León,2021,9,15.221457477320794,16.550800815161416
Castilla y León,2021,10,12.609585594666953,12.34374882261197
Castilla y León,2021,11,7.590481023990393,4.993191974922614
Castilla y León,2021,12,5.455003904020328,5.5754226386684245
Castilla y León,2022,1,8.388037594650887,3.020527441265298
Castilla y León,2022,2,11.00641288044753,5.534999956136777
Castilla y León,2022,3,11.021300087938245,6.302505718093105
Castilla y León,2022,4,18.270914523801363,8.452508843645415
Castilla y León,2022,5,23.012282536383044,15.92005338491199
Castilla y León,2022,6,23.665964910159172,19.55074194719214
Castilla y León,2022,7,26.66780801823146,24.123302625351972
Castilla y León,2022,8,22.199993977681597,23.277953283713472
Castilla y León,2022,9,16.969732676660765,16.996787038077095
Castilla y León,2022,10,10.953988552195716,14.898528746455241
Castilla y León,2022,11,7.18978996127115,8.082462632986282
Castilla y León,2022,12,4.729339220839285,6.2021248074104305
Castilla y León,2023,1,6.7502788374866505,2.630213336594253
Castilla y León,2023,2,11.019885484780826,3.0127499755033997
Castilla y León,2023,3,14.908601095504745,8.095974442015414
Castilla y León,2023,4,20.937944262192342,11.95493474345737
Castilla y León,2023,5,21.987549379137413,13.400934755640169
Castilla y León,2023,6,22.50362229245679,18.91425059316246
Castilla y León,2023,7,26.145376007324533,21.853020112609784
Castilla y León,2023,8,23.43241172798346,22.60566972626465
Castilla y León,2023,9,16.424810047987975,17.850466479489324
Castilla y León,2023,10,11.084375593833563,15.117590731540151
Castilla y León,2023,11,6.866605893572257,8.781606016676754
Castilla y León,2023,12,5.757231518784632,4.431627427116715
